smiles_list,monomer_ID,replicate_count,heavy_atom_count,self-diffusion,self-diffusion_std,self-diffusion_count,self-diffusion_raw
*CC(*)c1ccc(CCCCCCCCCCCCCC)cc1,PI129,1,22,3.3839412592733287,0.0,1,2.2293894780532397e-12
*CC(*)c1ccc(C(=O)OCCC)cc1,PI162,1,14,0.15562487107577186,0.0,1,7.30654516624752e-13
*CC(*)CNc1ccc([N+](=O)[O-])cc1C,PI394,1,14,-0.628476435667578,0.0,1,3.666381376805122e-13
*CC(*)C(=O)Oc1ccccc1C(=O)OC,PI465,2,15,-0.7347557250128807,6.663697900140633e-15,2,3.1729833715789016e-13
*CC(*)c1ccccc1COC,PI85,2,11,-0.46349492400614034,3.576818161672381e-13,2,4.432302463165469e-13
*CC(*)OC=O,PI270,1,5,-0.9921935443836917,0.0,1,1.9778370045886298e-13
*CC(*)c1ccccc1C(=O)OCCCC,PI102,1,15,-0.28658148303350517,0.0,1,5.253617127681176e-13
*CC(*)OC(=O)CCCC(=O)c1ccccc1,PI333,1,16,0.8414159319470286,0.0,1,1.049030696518551e-12
*CC(*)c1ccc(COCCOCCCC)cc1,PI154,1,17,1.673288980172535,0.0,1,1.4352249448281926e-12
*Oc1cccc2c(OC(=O)Oc3ccc(OC(*)=O)cc3)cccc12,PI817,1,24,-0.10813154986582672,0.0,1,6.082064905230946e-13
*CC(*)c1cccc(CC)c1,PI114,1,10,1.4278014762170914,0.0,1,1.3212582016313598e-12
*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5cccc6c5C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI1061,3,36,-0.7450677477023517,2.8643274256515267e-13,3,3.1251101551114693e-13
*c1cccc(P(=O)(c2cccc(-n3c(=O)c4c(-c5ccc(C(F)(F)F)cc5)c5c(=O)n(*)c(=O)c5c(-c5ccc(C(F)(F)F)cc5)c4c3=O)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,PI1054,5,64,-0.5568272115741314,2.908993777155455e-13,5,3.99901047567739e-13
*CC(*)OC(=O)c1cccc(Br)c1,PI334,1,12,-0.9294703060671836,0.0,1,2.269027516468561e-13
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCC(C(C)(C)C)CC9)cc8)cc7C6=O)cc5)cc4)CC4CC3C3CCCC43)cc2)cc1,PI1017,4,82,-0.4124318311901714,2.0149201516936009e-13,4,4.66936114403624e-13
*CC(*)CCN(C(C)C)C(C)C,PI264,2,11,1.6035646826362997,4.985807840523383e-13,2,1.4028556755828873e-12
*CC(*)(C)C,PI13,1,4,0.10083318302339922,0.0,1,7.052176608134717e-13
*C(C)C(*)OCCCC,PI284,1,8,1.00104878832595,0.0,1,1.1231397100348374e-12
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CCCC2)cc1,PI800,1,21,0.2116408965504524,0.0,1,7.566597669422543e-13
*CC(*)c1cc(C(C)(C)C)ccc1C,PI193,2,13,-0.5262930907632954,2.6803018784659274e-13,2,4.140764098534756e-13
*CC(*)C(=O)Oc1cccc(N(C)C)c1,PI475,2,14,-0.24478944482811316,5.901354435862416e-14,2,5.447635251173547e-13
*CC(*)OCCOC,PI375,2,7,1.5699046793398082,0.0,1,1.3872291329284309e-12
*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(*)C7=O)cc5C4=O)cc3)c2)cc1,PI1109,2,42,-1.2630983604892037,3.4741209992718645e-14,2,7.201705608626071e-14
*C(CC)C(*)CC,PI62,1,6,-0.6603492728973912,0.0,1,3.518412808263081e-13
*CC(*)c1ccc(Cl)cc1C,PI190,2,10,-0.14256309247934482,3.2250865751698656e-14,2,5.922217633509211e-13
*CC(*)c1cccs1,PI373,1,7,-0.7149784396766419,0.0,1,3.264798749662452e-13
*CC(*)c1ccc(C(=O)CCCC)cc1,PI169,3,14,0.553890671424937,2.5638633984089456e-13,3,9.155480670545634e-13
*CC(*)OC(=O)CCCCC,PI385,1,10,3.2528717048992366,0.0,1,2.168540880859524e-12
*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)C6CCC7C(=O)N(*)C(=O)C7C6C5=O)cc4)cc3)cc2)cc1,PI1068,5,45,-0.8986925684270145,2.200755440018727e-13,5,2.411912122214248e-13
*CC(*)C,PI2,1,3,-0.7687748538738088,0.0,1,3.0150507167511e-13
*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c2)c1,PI1011,5,36,-0.7517680247076783,2.4409743295787883e-13,5,3.0940043457928693e-13
*C1CCC(CC2CCC(N3C(=O)C4C5C=CC(C6C(=O)N(*)C(=O)C56)C4C3=O)C(C)C2)CC1C,PI1082,4,33,-1.259796724271478,1.1195817974608606e-13,4,7.354982953049759e-14
*CC(*)OCC(C)(C)C,PI276,1,8,1.295218768268972,0.0,1,1.259707128010087e-12
*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc(C6(c7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7)CCC(c7ccccc7)CC6)cc5)cc4C3=O)cc2)cc1,PI1028,2,61,-0.31406711150799904,5.745051562460931e-13,2,5.126016027361025e-13
*Oc1c(C)cc(C(C)(C)c2cc(C)c(ON3C(=O)c4ccc(Oc5ccc(C6(c7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7)CCC(C(C)(C)C)CC6)cc5)cc4C3=O)c(C)c2)cc1C,PI1012,4,67,-0.07994656892502057,4.950556845426741e-13,4,6.212912725715996e-13
*c1ccc(S(*)(=O)=O)cc1,PI1137,1,9,-0.6908075318101676,0.0,1,3.377011371700955e-13
*CCCC=C(*)c1ccccc1,PI390,1,11,0.3619196397782911,0.0,1,8.264261650742684e-13
*CC(*)N1CCNC1,PI400,3,7,-0.7821320202230053,1.1287233297241635e-13,3,2.9530405238643553e-13
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5cccc(Oc6cccc7c6C(=O)N(*)C7=O)c5C4=O)cc3)cc2)cc1,PI1062,4,43,-1.1301552968267028,5.478817823733305e-14,4,1.337354236288072e-13
*CC(*)c1ccc(C(C)CC)cc1,PI123,1,12,0.06087618541263443,0.0,1,6.866677598521217e-13
*c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(*)C7=O)cc5C4=O)c3)c2)c1,PI1110,1,42,0.25665734377626215,0.0,1,7.775585002706473e-13
*C(C)C(*)OCC,PI286,1,6,-0.8107520443549456,0.0,1,2.820173030082513e-13
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)CCC(c8ccccc8)CC7)cc6)cc5C4=O)cc3)c(C(C)(C)C)c2)cc1,PI1025,2,72,-1.0525549678680033,1.2812762794106172e-13,2,1.6976111381640643e-13
*CC(*)(C)C(=O)OC(C)(C)C,PI444,1,10,1.310258343581551,0.0,1,1.266689199968215e-12
*CC(*)c1cc(Cl)ccc1Cl,PI195,2,10,-0.889079921680615,1.0115935829699089e-13,2,2.456538509526721e-13
*c1ccc(-c2nc3cc4nc(*)oc4cc3o2)cc1,PI547,1,18,-0.9296961595512833,0.0,1,2.26797899930953e-13
*CC(*)C(=O)OC(F)(C(F)(F)F)C(F)(F)Cl,PI433,1,15,0.4080385639011106,0.0,1,8.478367195722829e-13
*CC(*)c1ccc(OCCC)cc1,PI180,2,12,1.2039166937606385,5.4155311831066275e-14,2,1.2173204488057642e-12
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCC(c%10ccccc%10)CC9)cc8)cc7C6=O)cc5)cc4)CC4CC3C3CCCC43)cc2)cc1,PI1039,2,84,-1.0686119153682438,1.5855647950764635e-13,2,1.6230673026205218e-13
*c1ccc(Oc2ccc(N3C(=O)C4CCC5C(=O)N(*)C(=O)C5C4C3=O)cc2)cc1,PI1064,5,29,-1.2399079870814274,9.185219485536012e-14,5,8.278310848492948e-14
*CC(*)OC(C)(C)C,PI272,1,7,-0.33894294408212805,0.0,1,5.010530816215706e-13
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(C(=O)c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,PI963,3,53,0.5267367273757885,3.89998035694114e-13,3,9.029419403948857e-13
*CC(*)c1c(Cl)cccc1Cl,PI186,2,10,1.853680334187031,5.2418573012319196e-14,2,1.5189710206432386e-12
*CC(*)C(=O)Oc1cccc(C(=O)OCC)c1,PI468,1,16,-0.5304403152274958,0.0,1,4.121510749265421e-13
*CCCC=C(*)c1ccc(OC)cc1,PI389,2,13,0.5382733970337549,2.5564099955942873e-14,2,9.082978002536212e-13
*CC(*)c1ccc(COC(C)CC)cc1,PI152,1,14,1.8480891519133265,0.0,1,1.5163753331883301e-12
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI987,4,38,-1.1264159594189995,8.03277863492682e-14,4,1.3547139836969414e-13
*C=CCC(C)(CC*)C(=O)OC,PI280,1,11,-0.5767170700121329,0.0,1,3.906672480777393e-13
*CC(*)CCCCC,PI8,1,7,1.6705021661637254,0.0,1,1.433931175852738e-12
*CC(*)c1ccc(F)cc1C,PI189,1,10,-0.7401547943850711,0.0,1,3.147918374675678e-13
*CC(*)c1cc(Br)ccc1OC,PI200,1,11,-0.8264425706645918,0.0,1,2.747330292519824e-13
*c1ccc(Oc2ccc(N3C(=O)c4cccc(Oc5cccc6c5C(=O)N(*)C6=O)c4C3=O)cc2)cc1,PI1060,5,36,-1.143948610547513,8.863444683002498e-14,5,1.273319243984015e-13
*CC(*)c1ccccc1COCCC(C)C,PI91,2,15,0.2777500759889642,1.2787456035946904e-17,2,7.873507298410815e-13
*CC(*)c1ccc(C(=O)OC)cc1,PI160,2,12,-0.4376035327324829,9.873376847937607e-14,2,4.552502371215746e-13
*C(F)C(*)(F)OC(F)(F)F,PI314,1,9,-0.7456552222625605,0.0,1,3.122382824340688e-13
*Oc1ccc(OC(=O)Oc2ccc(-c3ccc(OC(*)=O)cc3)cc2)cc1,PI815,1,26,-0.26208356147379946,0.0,1,5.36734789972723e-13
*Oc1ccc2ccc(OC(=O)Oc3ccc(OC(*)=O)cc3)cc2c1,PI816,1,24,-0.9038279838126627,0.0,1,2.388071130023808e-13
*CC(*)c1cc(Br)ccc1OC(C)C,PI202,1,13,-1.0322588649998146,0.0,1,1.7918351090874553e-13
*CC(*)O,PI241,1,3,-0.31211840379602857,0.0,1,5.135062836986664e-13
*CC(*)c1ccc(CCC)cc1,PI233,2,11,-0.26487542990091206,3.5376198518199676e-13,2,5.354386745006709e-13
*CC(*)c1ccc(C(=O)N(C)C)cc1,PI155,3,13,-0.974905130306009,2.655384566773611e-13,3,2.0580978820559161e-13
*CC(*)OC,PI253,1,4,-0.7126573063443288,0.0,1,3.275574532630914e-13
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,PI1108,2,42,-0.5767988240691461,1.3476064397743371e-13,2,3.90629294033355e-13
*CC(*)C(=O)OC(CC)CC,PI457,2,10,2.4130041524365566,2.1168778270394533e-13,2,1.7786352110041677e-12
*CC(*)c1ccc(COCCCC)cc1,PI150,2,14,0.0875287452993256,1.1847295384485207e-13,2,6.990411206106231e-13
*CC(*)c1ccc(C(=O)OCC)cc1,PI161,1,13,0.1402974474726073,0.0,1,7.23538812071546e-13
*CC(*)OC(=O)CCCCCCC,PI370,1,12,1.5056426909672807,0.0,1,1.357395722232712e-12
*CC(*)CCCCCCCC,PI12,1,10,0.6343824627088354,0.0,1,9.529161088444628e-13
*c1cccc(N2C(=O)c3ccc(-c4cccc5c4C(=O)N(*)C5=O)cc3C2=O)c1,PI1103,1,28,-1.433426822419903,0.0,1,-7.057356122886858e-15
*CC(*)c1cc(Br)ccc1OCCCCC,PI203,2,15,0.6699161189697511,5.953989190076077e-13,2,9.694124885488543e-13
*CC(*)c1ccccc1C(=O)OCCN(C)C,PI108,2,16,0.607292291870512,6.746137877387225e-14,2,9.40339588682158e-13
*CC(*)c1cc(Br)ccc1OCCCC,PI198,2,14,1.1860029476060716,5.906526868602691e-13,2,1.2090040527579176e-12
*CC(*)(C)C(=O)OCC(C)C,PI443,1,10,-0.11121873968118842,0.0,1,6.067732730956566e-13
*CC(*)c1ccc(C#N)cc1,PI134,2,10,-0.8497478930247075,2.5869193563097424e-13,2,2.6391361219107656e-13
*C=CC(C*)OC,PI303,3,6,3.4784123464922936,1.8158808012937587e-13,3,2.2732473606873128e-12
*CC(*)c1nc(C)nc(C)n1,PI383,1,10,0.48799734830874064,0.0,1,8.849573147231027e-13
*CC(*)c1ccccc1C(=O)OCC,PI99,2,13,0.5222908816394737,3.5844975375800714e-13,2,9.008779715526456e-13
*CC(*)CCCCCCCCCCCCCC,PI56,1,16,3.2642150858346253,0.0,1,2.1738070070827226e-12
*CC(*)CCc1ccccc1C,PI281,1,11,0.3591789146660671,0.0,1,8.251537927131292e-13
*CC(*)CNc1ccc([N+](=O)[O-])cn1,PI393,3,13,-0.7379134907399234,1.445137338605537e-13,3,3.158323551022212e-13
*CC(*)c1ccccc1C(=O)OC(C)C,PI101,2,14,-0.05593566694623243,5.836969454808691e-14,2,6.324382525834112e-13
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCC(*)=O)cc2)cc1,PI585,1,29,0.5214361066875683,0.0,1,9.004811451730325e-13
*CC(*)c1cc(C)ccc1C,PI192,1,10,-1.1018106165956734,0.0,1,1.4689434553251609e-13
*CC(C)O*,PI525,1,4,1.6338160904038805,0.0,1,1.4168997892947459e-12
*CC(*)SC,PI317,2,4,-0.5280630721771961,1.2970602234727285e-14,2,4.1325470197013754e-13
*CC(*)(C)C(=O)OCCCC,PI441,1,10,-0.19631627609876626,0.0,1,5.6726702970925e-13
*c1ccc(C(=O)Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI1091,3,37,-0.9912781329624615,5.811849252675307e-14,3,1.982086771142195e-13
*CC(*)C(=O)c1ccc(C)cc1,PI330,1,11,0.5895594537244505,0.0,1,9.32107178565226e-13
*CC(*)Cc1cccc(C)c1,PI294,1,10,-0.2065850891131595,0.0,1,5.624997680079779e-13
*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C8(c9ccc(Oc%10ccc%11c(c%10)C(=O)N(*)C%11=O)cc9)CCC(C(C)(C)C)CC8)cc7)cc6C5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,PI1013,4,81,-1.0589025025559733,2.834121675916703e-13,4,1.6681429231200858e-13
*CC(*)C(=O)OCCCC,PI415,1,9,2.437804031228782,0.0,1,1.790148470832412e-12
*CC(*)Cc1cc(C)cc(C)c1,PI293,2,11,1.0230773315415957,2.6229297393360585e-13,2,1.1333663866974244e-12
*CCC=C(*)CCCCCCC,PI68,2,11,3.6200330523227007,8.740868776326803e-13,2,2.3389942942487767e-12
*CC(*)C(=O)OCCC#N,PI460,1,9,-0.7500309760611943,0.0,1,3.102068535367675e-13
*CC(*)C(=O)O,PI410,2,5,-1.1735220286528731,2.086562485896854e-14,2,1.1360256509350639e-13
*CC(*)CCCN(CC(C)C)CC(C)C,PI266,1,14,0.878642995408994,0.0,1,1.0663132347870245e-12
*c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)nc1,PI715,1,28,-0.7212852974267915,0.0,1,3.2355193759261533e-13
*CC(*)C(=O)Oc1ccc(OC)cc1,PI464,1,13,0.2880680209471483,0.0,1,7.92140800881039e-13
*C(F)(F)C(*)(F)c1ccccc1,PI215,1,11,0.1615656726921512,0.0,1,7.33412513676692e-13
*c1ccc(Oc2c(C)cc(C(C)(C)c3cc(C)c(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C8(c9ccc(Oc%10ccc%11c(c%10)C(=O)N(*)C%11=O)cc9)CCC(c9ccccc9)CC8)cc7)cc6C5=O)cc4)c(C)c3)cc2C)cc1,PI1023,5,81,-0.86535845875435,3.295514079331228e-13,5,2.566664598635579e-13
*CC(*)c1ccc(OCCC(C)C)cc1,PI182,1,14,0.3995160869125093,0.0,1,8.438801884629148e-13
*c1cccc(P(=O)(c2ccc(C(F)(F)F)cc2)c2cccc(-n3c(=O)c4c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c5c(=O)n(*)c(=O)c5c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c4c3=O)c2)c1,PI1052,5,68,0.11658566093260632,6.386181870805921e-13,5,7.125306953902468e-13
*CC(*)CCCC,PI6,1,6,0.12432951823681272,0.0,1,7.16125754945301e-13
*C(F)(F)C(*)(F)c1c(F)c(F)c(F)c(F)c1F,PI216,2,16,-0.387007689201187,2.1737869949106005e-13,2,4.787391863090042e-13
*c1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C)c3)cc1C)C2=O,PI971,5,48,-0.9683532115916741,2.1002467407417979e-13,5,2.0885149430277305e-13
*CC(*)c1ccc(S(=O)(=O)OCCC)cc1,PI185,2,15,-0.45742442816867745,3.08487010992707e-13,2,4.4604845347185345e-13
*C(C)C(*)OC,PI288,1,5,1.2321116111189105,0.0,1,1.2304098438024617e-12
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(C2CCC(N4C(=O)c5ccc(*)cc5C4=O)CC2)C3=O)cc1,PI1088,1,40,-0.8291267630701147,0.0,1,2.7348690200867216e-13
*c1ccc2c(c1)C(=O)N(c1cc(C(c3ccc(O)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)(C(F)(F)F)C(F)(F)F)ccc1O)C2=O,PI996,2,54,-1.2780943778366407,7.935984242647774e-14,2,6.505520576608801e-14
*CC(*)SCC,PI309,3,5,-0.40196903072082274,3.5095975273758666e-13,3,4.717934341245756e-13
*c1ccc(Oc2c(C)cc(C(c3cc(C)c(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)c(C)c3)c3cccc4ccccc34)cc2C)cc1,PI1005,5,63,-0.3118778172728139,3.534746247566748e-13,5,5.13617975178135e-13
*C(=O)Nc1cccc(C#Cc2cccc(N3C(=O)c4ccc(*)cc4C3=O)c2)c1,PI1018,4,28,-1.050157253065632,1.4081443190877135e-13,4,1.7087424480164267e-13
*CC(*)(C)c1ccc(C)cc1,PI221,1,10,-1.2361527023976555,0.0,1,8.452648669477954e-14
*CC(*)C1CCCCC1,PI24,1,8,-0.610885405427266,0.0,1,3.748047139569537e-13
*CCC=C(*)C,PI522,1,5,2.622485759187751,0.0,1,1.875886338236316e-12
*CC(*)(C(=O)OC)c1ccccc1,PI220,2,12,-0.8052076387167696,3.935944961420871e-13,2,2.845912745683669e-13
*CC(*)OC(=O)C(F)(F)C(F)(F)F,PI352,1,12,-0.9578476541168112,0.0,1,2.137286638188824e-13
*CC(*)CC(C)C,PI7,1,6,-0.4867920986772339,0.0,1,4.32414611792705e-13
*CC(*)C(=O)OCc1ccccc1,PI473,1,12,-0.20311369261805462,0.0,1,5.641113520866682e-13
*CC(*)c1ccccc1COCCCCC,PI90,2,15,1.8943540949086137,1.5498647443805047e-13,2,1.537853676453888e-12
*CCC=C(*)CCC,PI77,1,7,0.21979765993319061,0.0,1,7.604465167473547e-13
*CC(*)c1ccc(C(=O)N2CCOCC2)cc1,PI159,2,16,-0.7614579486450652,1.2732789545874577e-13,2,3.04901920173562e-13
*/C=C/C(C*)OC,PI279,3,6,1.064402933356975,8.936952928605616e-13,3,1.1525516575306098e-12
*CC(*)c1cc(Br)ccc1OCCC,PI201,2,13,0.017579222983184754,8.130616101752229e-14,2,6.665672915232099e-13
*CC(*)c1ccc(O)cc1,PI231,1,9,-0.7145012124097291,0.0,1,3.267014261103908e-13
*CC(*)C(=O)OCCCCCCC,PI420,1,12,2.5181626441251574,0.0,1,1.8274546850064626e-12
*CC(*)OC(=O)C1CCCCC1,PI340,1,11,0.007226768509458718,0.0,1,6.61761199557412e-13
*CC(*)OC(C)CC,PI277,1,7,0.26600794591851584,0.0,1,7.818994856809491e-13
*CC(*)c1ccc(C(C)(O)CC)cc1,PI140,2,13,-0.0532163102422785,2.234448237969683e-14,2,6.33700704733303e-13
*CC(*)c1cccc(Cl)c1,PI116,2,9,0.9547932979138958,8.275339447247725e-13,2,1.1016657550990663e-12
*CC(*)c1ccc(COCCCCCC)cc1,PI153,1,16,1.14608161758647,0.0,1,1.1904707103550973e-12
*C(=O)Nc1cccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)c1,PI990,3,29,-0.28940425149134347,6.170521999068132e-13,3,5.240512520613397e-13
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,PI583,1,27,-0.7329526330605037,0.0,1,3.1813541649669885e-13
*C(=O)c1ccc2c(c1)C(=O)N(c1c(CC)cc(Cc3cc(CC)c(N4C(=O)c5ccc(*)cc5C4=O)c(CC)c3)cc1CC)C2=O,PI1070,5,45,-0.9310539123018815,1.2188461888811407e-13,5,2.2616756780993265e-13
*CC(*)OC(=O)C(C)(C)C(C)(C)CC,PI365,2,13,0.5480963676897879,4.1111524622453534e-13,2,9.128580811483641e-13
*CC1CC(*)C(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1,PI398,1,34,0.23118795651912805,0.0,1,7.65734423402599e-13
*c1ccc(Oc2c(C)cc(Cc3cc(C)c(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)c(C)c3)cc2C)cc1,PI998,3,53,-1.1518156001262734,4.1965275355954155e-13,3,1.2367970110145734e-13
*CC(*)(C)C(=O)OCc1ccccc1,PI450,1,13,0.5540356310176752,0.0,1,9.15615364055076e-13
*CC(*)C(=O)c1ccc(C)c(C)c1,PI328,1,12,0.1733628351904392,0.0,1,7.388893064552675e-13
*CC(*)C(=O)c1ccccc1O,PI302,1,11,0.17146860059789928,0.0,1,7.380099144541099e-13
*CC(*)c1ccc(Cl)c(F)c1,PI209,2,10,-0.8726961728069266,2.6382545636329184e-13,2,2.5325995093904023e-13
*C(C)C(*)OCCC,PI289,1,7,-0.9040211673507705,0.0,1,2.38717428198378e-13
*CC(*)c1ccc(C(=O)c2ccc(C)cc2)cc1,PI174,1,17,-0.8043033025522259,0.0,1,2.850111095732756e-13
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,PI967,3,36,-0.8368852572738009,1.5873488952951514e-13,3,2.698850473225529e-13
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(C(c7ccc8c(c7)C(=O)N(*)C8=O)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)cc3)cc2)cc1,PI983,1,60,-1.117052228877496,0.0,1,1.3981847859493278e-13
*CC(*)CC(C)(C)C,PI39,1,7,1.1625156710957438,0.0,1,1.1981001640983492e-12
*CCCC=C(*)c1ccc(Cl)cc1,PI391,2,12,0.06533996216120588,1.4153874938017495e-13,2,6.887400531061391e-13
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C(C)C)cc(Cc3cc(C(C)C)c(N4C(=O)c5ccc(*)cc5C4=O)c(C(C)C)c3)cc1C(C)C)C2=O,PI1071,5,49,-1.0257069713699511,6.619877092377922e-14,5,1.8222520536054608e-13
*C=CC(C)C(*)C(=O)OC,PI268,2,9,-0.618864802642449,4.3901528644405236e-14,2,3.711003057950892e-13
*CC(*)CCC,PI4,2,5,-0.2775100186658446,8.2538119493048e-15,2,5.29573109410922e-13
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C(C)(C)CCCCCCCCC(*)(C)C)cc5C4=O)cc3)cc1)C2=O,PI989,4,49,-0.8328644346822063,1.1014374722959114e-13,4,2.717517006077623e-13
*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4c(-c5ccc(C(F)(F)F)cc5)c5c(=O)n(*)c(=O)c5c(-c5ccc(C(F)(F)F)cc5)c4c3=O)c2)c1,PI1056,5,56,-0.4208452814688532,1.953887283361526e-13,5,4.630301985754852e-13
*CC(*)OC(=O)c1ccc(Br)cc1,PI335,1,12,-0.8468577684442334,0.0,1,2.65255342749914e-13
*CC(*)c1ccccc1C(=O)OC,PI98,1,12,-0.32813096396840136,0.0,1,5.06072506811107e-13
*CC(*)c1ccc(Cl)cc1Cl,PI191,1,10,-0.6768438224012889,0.0,1,3.441837420222175e-13
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C3(c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)c4ccccc4-c4ccccc43)cc1)C2=O,PI969,4,49,-1.2409815779065136,4.726460672392201e-14,4,8.228469757647315e-14
*CC(*)c1ccccc1C(=O)O,PI97,1,11,-1.3901169115091943,0.0,1,1.3049123494643051e-14
*CC(*)CNc1ccc([N+](=O)[O-])cc1,PI392,2,13,-0.5821675314792584,8.829572764005215e-14,2,3.8813688978120926e-13
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc4ccc(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4c3)cc1)C2=O,PI1049,5,55,-0.9664808756486533,1.959167906256903e-13,5,2.097207199299772e-13
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(C)c2)cc1C,PI687,1,30,-1.2873028902075927,0.0,1,6.078018505140583e-14
*CC(*)P(=O)(OCC)N(C)C,PI381,3,10,0.04552152377124572,3.1868307159494995e-13,3,6.795394101318198e-13
*CC(*)CCCCCCCCCCCCC,PI61,1,15,1.0355932169984656,0.0,1,1.139176844177993e-12
*CC(*)c1c(F)c(F)c(F)c(F)c1F,PI212,1,13,-0.5243692895559087,0.0,1,4.149695280555483e-13
*CC(*)c1ccccc1F,PI112,2,9,0.6442815103547672,3.947733995450543e-14,2,9.575117082243884e-13
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI968,4,37,-0.6115265347927911,1.6693899388279348e-13,4,3.7450707181802835e-13
*C([2H])([2H])C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],PI240,2,8,1.0444794230122967,1.315848504384503e-12,2,1.143302235256784e-12
*CC(*)OC(=O)c1ccc(OCC)cc1,PI343,2,14,0.0967403186080686,5.647016357197763e-13,2,7.033175623553192e-13
*CC(*)(C)C(=O)OC(C)CC,PI442,1,10,-0.33358656883821,0.0,1,5.03539760707282e-13
*CC(*)CNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],PI396,1,16,0.7441624860891702,0.0,1,1.003881113299434e-12
