smiles_list,monomer_ID,replicate_count,heavy_atom_count,nematic_order_parameter,nematic_order_parameter_std,nematic_order_parameter_count,nematic_order_parameter_raw
*CC(*)C(=O)OCC=C,PI427,2,8,-0.43478733354150895,0.0060637540289399,2,0.04140574438671995
*CC(*)C(=O)OCCCCCCCC,PI421,1,13,-0.6774374873829797,0.0,1,0.0357124259103187
*C1CCC(CC2CCC(N3C(=O)C4C5C=CC(C6C(=O)N(*)C(=O)C56)C4C3=O)C(C)C2)CC1C,PI1082,4,33,0.14301535538510732,0.010443688229231416,4,0.05496277154084
*c1ccc(Oc2ccc(NC(=O)CN3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(CC(=O)Nc5ccc(Oc7ccc(-c8nnc(*)o8)cc7)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,PI1021,2,70,0.8304931808157026,0.016900001966640092,2,0.07109311452095321
*CC(*)c1ccccc1C(=O)OCCC,PI100,2,14,-0.4975163575624627,0.005429367125344065,2,0.0399339286643263
*c1c(C)cc(C(c2cc(C)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)c2cccc3ccccc23)cc1C,PI1001,5,49,0.5864924643565731,0.013048582241574928,5,0.0653681076941309
*CCCCO*,PI527,1,5,0.30096085099624353,0.0,1,0.0586686583667545
*CC(*)c1cccc(Cl)c1,PI116,2,9,-1.534781075334226,0.0020669873791338425,2,0.01559651000162355
*CC(CC(*)(C#N)C(=O)OC)c1ccccc1,PI238,2,16,-0.9621967795463144,0.006628021915314737,2,0.029031097612214098
*c1ccc(-c2ccc(N3C(=O)c4cc5c(cc4C3=O)C(C(F)(F)F)(C(F)(F)F)c3cc4c(cc3O5)C(=O)N(*)C4=O)cc2OC(F)(F)F)c(OC(F)(F)F)c1,PI1112,3,54,1.3721701471909373,0.008587433184973505,3,0.0838025211793966
*CC(*)OC(C)(C)C,PI272,1,7,-1.148179783737287,0.0,1,0.0246673646522554
*CC(*)OCC(CC)CCCC,PI306,1,11,1.0299537312132858,0.0,1,0.0757730721427136
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(-c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4C(F)(F)F)c(C(F)(F)F)c2)C3=O)cc1,PI1089,2,54,1.9695268649963829,0.002545610125907527,2,0.09781834595693235
*c1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C)c3)cc1C)C2=O,PI971,5,48,0.8648899083902258,0.016132520674130527,5,0.0719001674798222
*CC(*)C1CCC(C)CC1,PI66,1,9,-0.5380127769604379,0.0,1,0.0389837581858142
*CC(*)OC(=O)c1cccnc1,PI368,1,11,-1.1858721606363865,0.0,1,0.0237829856299395
*CC(*)OC(=O)C1CCCCC1,PI340,1,11,-0.29295626232265715,0.0,1,0.0447335372832603
*CC(*)c1cccc(CC)c1,PI114,1,10,-0.4846055399367773,0.0,1,0.0402368561315876
*CC(*)c1ccc(COCCOCCCC)cc1,PI154,1,17,-0.7181488823819655,0.0,1,0.0347572114434067
*CC(*)c1cc(Br)ccc1OCCCC,PI198,2,14,0.7724034369050055,0.028920506457873797,2,0.069730150570342
*CC(*)OCCOC,PI375,2,7,-0.6063413251586068,0.012802458010261867,2,0.0373805604141925
*CC(*)OC(=O)C(F)(F)F,PI278,2,9,-0.7268207013735194,0.018114566132434774,2,0.034553743914097504
*CCCCCCCCCCN1C(=O)C2C3C=CC(C4C(=O)N(*)C(=O)C34)C2C1=O,PI1080,3,28,0.024980229353512604,0.0069675941046829755,3,0.0521933046632749
*CCC1CC(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)CC1*,PI399,1,35,0.6126421381414929,0.0,1,0.0659816594209879
*CC(*)C(=O)c1ccc(C(C)C)cc1,PI326,2,13,-0.46304545179397305,0.00023663711496772207,2,0.0407427220716375
*Cc1cccc(COC(=O)Nc2ccc(Cc3ccc(NC(=O)O*)cc3)cc2)c1,PI660,4,29,-0.28057124295817965,0.02084802113896268,4,0.04502412790709495
*CC(*)(C)C(=O)OC(C)CC,PI442,1,10,-0.5452604585535112,0.0,1,0.0388137052974411
*C(C)C(*)O,PI297,2,4,-1.0194764589752268,0.021182717713142278,2,0.0276871402643526
*CC(*)OC(=O)c1ccc(Br)cc1,PI335,1,12,0.37039366138811364,0.0,1,0.0602977655237636
*c1ccc(Oc2ccccc2Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI1034,1,42,0.3153268765223575,0.0,1,0.0590057294844333
*CC(*)c1ccc(Cl)c(C)c1,PI207,2,10,-0.6768397375283403,0.002300392257590958,2,0.0357264509592948
*C(C)C(*)OCC,PI286,1,6,-0.48201576436610977,0.0,1,0.0402976202270262
*C(F)C(*)(F)OC(F)(F)F,PI314,1,9,-1.277593752319738,0.0,1,0.0216309151517278
*CC1(*)CCC(C)CC1,PI44,2,8,-0.5727121087765243,0.013356519481143931,2,0.0381696052012817
*CC(*)OC1CCCCC1,PI308,2,9,-0.6241217177773467,0.012304743952930682,2,0.03696337774930915
*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc(C6(c7ccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7)CCC(c7ccccc7)CC6)cc5)cc4C3=O)cc2)cc1,PI1028,2,61,1.617383583363322,0.045422546877067545,2,0.0895559821383959
*c1cccc(P(=O)(c2cccc(-n3c(=O)c4c(-c5ccccc5)c5c(=O)n(*)c(=O)c5c(-c5ccccc5)c4c3=O)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,PI1057,5,56,1.3096475459011128,0.033057822304209304,5,0.0823355487687853
*Oc1cccc2c(OC(=O)Oc3ccc(OC(*)=O)cc3)cccc12,PI817,1,24,1.9276439945638222,0.0,1,0.0968356450754229
*CC(*)OC(=O)CCl,PI372,1,7,-0.7841476485346549,0.0,1,0.0332086775199447
*CC*,PI1,1,2,-0.7472626895528685,0.0,1,0.0340741120360485
*CC(*)C1CC=CCC1,PI67,3,8,-0.5321285299827169,0.007820448809151287,3,0.0391218207071339
*c1cc(C(c2ccc(O)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,PI1097,2,45,1.6685567955222391,0.036672242757532725,2,0.09075666299381174
*CC(*)C(=O)NC(C)C,PI456,1,8,-1.1715443320064372,0.0,1,0.0241191605310232
*CC(*)c1cc(C)cc(C)c1,PI205,1,10,-0.0621740742758106,0.0,1,0.0501483968019146
*CC(*)c1ccc(OCCCC)cc1,PI181,2,13,-0.7896842137169234,0.0001479066132176702,2,0.03307877268226385
*CC(*)c1ccccc1C(=O)OCCN(C)C,PI108,2,16,-0.8038080661508497,0.005556779510831116,2,0.03274738368972865
*CC(*)C(=O)c1ccc(C)c(C)c1,PI328,1,12,-1.177889075467026,0.0,1,0.0239702933467238
*CC(*)C(=O)Oc1ccc(C(=O)OCC)cc1,PI470,1,16,-0.40428591431324107,0.0,1,0.0421214014382387
*/C=C\CC*,PI47,1,4,-1.2998915184792574,0.0,1,0.021107741017903
*c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(*)C7=O)cc5C4=O)c3)c2)c1,PI1110,1,42,-0.6357326136070582,0.0,1,0.0366909504431305
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C3(c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)c4ccccc4-c4ccccc43)cc1)C2=O,PI969,4,49,0.5288089178161898,0.025273478394494554,4,0.06401467438241219
*CC(*)OC(=O)c1ccc(OC)cc1,PI359,2,13,0.10692422178737757,0.0005441620171388789,2,0.05411596260833685
*CC(*)C(=O)Oc1ccc(-c2ccccc2)cc1,PI472,1,17,-0.41831213417908114,0.0,1,0.0417923032058575
*CC(*)CNc1ccc([N+](=O)[O-])cc1C,PI394,1,14,-0.7623353072088637,0.0,1,0.0337204620950529
*C=CC1CCC(*)C1,PI75,1,7,-1.2784019043381847,0.0,1,0.0216119534212466
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCCC(*)=O)cc2)cc1,PI586,1,30,2.013117263764766,0.0,1,0.0988411107018658
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI976,5,39,-0.3554300321463955,0.016828029565779164,5,0.0432677106089434
*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C8(c9ccc(Oc%10ccc%11c(c%10)C(=O)N(*)C%11=O)cc9)CCC(C(C)(C)C)CC8)cc7)cc6C5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,PI1013,4,81,2.0809762315149407,0.02538501482900846,4,0.1004332906727633
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCC(C(C)(C)C)CC9)cc8)cc7C6=O)cc5)cc4)CC4CC3C3CCCC43)cc2)cc1,PI1017,4,82,1.9250853142110649,0.04084856293647517,4,0.09677561056937814
*Oc1ccc2ccc(OC(=O)Oc3ccc(OC(*)=O)cc3)cc2c1,PI816,1,24,0.9438763285141131,0.0,1,0.0737534316873937
*C(=O)Nc1cccc(C#Cc2cccc(N3C(=O)c4ccc(*)cc4C3=O)c2)c1,PI1018,4,28,1.0684958539143696,0.01423212928885897,4,0.07667738881352505
*CC(*)c1ccc(COC)cc1,PI147,2,11,-0.8841383126424752,0.004863110060309614,2,0.030862589184865348
*CC(*)C(=O)Oc1ccc(C(=O)OCCCC)cc1,PI471,2,18,-0.07034004647307365,0.014974609968974154,2,0.0499567979932906
*CC(*)c1cc(Br)ccc1OC,PI200,1,11,-0.4612610549325492,0.0,1,0.0407845895069535
*c1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)ccc1C)C2=O,PI974,5,38,0.2744012389096676,0.024090804701727503,5,0.0580454882272567
*CC(*)OC(=O)c1cccc([N+](=O)[O-])c1,PI369,2,14,-0.3291531535958957,0.005311249541997179,2,0.04388424695060775
*CC(*)c1ccc(N(C)C)cc1,PI177,1,11,0.011714674087812653,0.0,1,0.0518820539605728
*CC(*)CCCCC,PI8,1,7,-0.3611565719873685,0.0,1,0.043133348381818
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCCCCCCCCCC9)cc8)cc7C6=O)cc5)cc4)C4CC5CC(C4)CC3C5)cc2)cc1,PI1048,5,84,1.2135055983539307,0.028915057357966203,5,0.08007976315455
*Nc1ccc(*)cc1,PI1131,2,7,-1.0578868225176414,0.004176714810856825,2,0.026785915068409848
*CC(*)c1cccc2ccccc12,PI217,2,12,0.4033401213763597,0.00887266907910791,2,0.061070790747170804
*CC(*)c1ccccc1C(=O)OC,PI98,1,12,-0.7981859567455242,0.0,1,0.0328792956578315
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2OC(F)(F)F)c(OC(F)(F)F)c1,PI977,5,38,1.2901446262111513,0.023378608980035374,5,0.0818779503240418
*CC(*)C(=O)Oc1cccc(N(C)C)c1,PI475,2,14,-0.2269702438715167,0.03839043155260062,2,0.0462817721064596
*c1cccc(P(=O)(c2cccc(-n3c(=O)c4c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c5c(=O)n(*)c(=O)c5c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c4c3=O)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,PI1051,4,72,0.35295782177697416,0.009013119808650239,4,0.0598886671315387
*CC(*)c1ccccc1COCCCC,PI89,2,14,-0.1625054614818779,0.009568798129999712,2,0.04779431405562275
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCC(*)=O)cc2)cc1,PI585,1,29,0.9303601430671126,0.0,1,0.0734363004302417
*CC(*)OCC(C)(C)C,PI276,1,8,-1.1220723048536287,0.0,1,0.0252799263570285
*CC(*)OC(=O)C1CCCC1,PI378,1,10,-0.8843124179083727,0.0,1,0.030858504140156
*CC(*)c1ccc(OC(C)=O)cc1,PI232,1,12,-1.0800048688645671,0.0,1,0.0262669577138181
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,PI964,5,52,1.9513268562362136,0.037000090890643315,5,0.097391317807539
*Cc1cc(*)c(O)cc1C,PI1138,1,9,-0.2966956818724497,0.0,1,0.044645799006252
*CC(*)c1ccc(OCCC)cc1,PI180,2,12,-0.8609906566307555,0.020171982935670525,2,0.03140570434704655
*C1CC(*)(C#N)C1,PI290,1,6,4.038276422027904,0.0,1,0.1463575695660356
*c1ccc(S(*)(=O)=O)cc1,PI1137,1,9,-1.1175316176472092,0.0,1,0.0253864648362283
*CC(*)CCc1ccccc1C,PI281,1,11,-0.6869408267518147,0.0,1,0.0354894483569995
*CC(*)Cc1ccc(C)c(C)c1,PI292,2,11,-0.3798557177746543,0.002852077006139546,2,0.0426946089435021
*CC(*)C=O,PI242,1,4,-1.499427964607123,0.0,1,0.016426002649019
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,PI967,3,36,0.7196560538827623,0.08388952759264016,3,0.0684925348277262
*CC(*)c1ccccc1OC,PI110,1,10,1.0667172511109835,0.0,1,0.0766356573246206
*c1ccc(Oc2c(C)cc(Cc3cc(C)c(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)c(C)c3)cc2C)cc1,PI997,1,47,1.4992995038657992,0.0,1,0.0867853666620451
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCC(c%10ccccc%10)CC9)cc8)cc7C6=O)cc5)cc4)CC4CC3C3CCCC43)cc2)cc1,PI1039,2,84,0.586623798314899,0.00295732658163912,2,0.06537118919249255
*CC(*)c1cc(Br)ccc1OCCCCC,PI203,2,15,0.8628821997164088,0.026285231902031435,2,0.0718530604629631
*CC(*)OC,PI253,1,4,-1.2986339562560831,0.0,1,0.0211372472932013
*CC(OC)C(C(=O)O)C(*)C(=O)O,PI388,1,12,-1.048043245930945,0.0,1,0.0270168756326942
*CC(*)Cc1cc(C)cc(C)c1,PI293,2,11,-1.2633195862529247,0.0050814980332776075,2,0.021965830964130302
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(C(=O)Nc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)cc1,PI1095,2,49,1.774246422432052,0.021750278622360272,2,0.09323646651391465
*CC(*)Cc1ccccc1,PI26,1,9,0.046564229382980764,0.0,1,0.0526997316496872
*c1cccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)c1,PI953,1,29,2.92718434683476,0.0,1,0.1202879341648855
*C(F)(F)C(*)(OC(F)(F)F)OC(F)(F)F,PI312,1,14,-1.3250473816939414,0.0,1,0.0205175071418365
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6cccc7c6C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,PI1063,5,43,0.4091818510673649,0.023838932037556042,5,0.0612078556822529
*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccccc7Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4C(F)(F)F)cc3)(C(F)(F)F)C(F)(F)F)cc2)c(C(F)(F)F)c1,PI1077,5,73,0.1143845546851858,0.023260324833549704,5,0.0542910049499747
*CC(*)OC(=O)CCCCCCCCCCC,PI243,2,16,0.8010782510125101,0.00407085641637425,2,0.07040294985103929
*CC(*)OC=O,PI270,1,5,-1.029408170992252,0.0,1,0.0274541117719587
*CC(C)C(*)(C)C,PI16,2,6,-1.1329646552753854,0.00786777960482334,2,0.025024358334812702
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,PI436,1,16,0.7204203720920714,0.0,1,0.068510468082307
*CC(*)CCc1ccc(C)cc1,PI282,1,11,0.16965006831206578,0.0,1,0.055587703776901
*CC(*)c1ccc(C(=O)OC(C)C)cc1,PI163,2,14,-0.7494281226650109,0.0014359140542455535,2,0.034023304319046904
*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c2)cc1,PI965,4,44,0.6564177369464761,0.02739833053001577,4,0.0670087695280549
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,PI1106,1,42,-0.9054248819704073,0.0,1,0.0303631408369649
*CC(*)(C(=O)OC)c1ccccc1,PI220,2,12,-0.199558823455813,0.03650172442861427,2,0.04692492828767961
*CC(*)C(=O)Oc1ccccc1C(=O)OCC,PI466,1,16,-0.4559600779858121,0.0,1,0.0409089667204687
*CC(*)c1ccc(COCCC)cc1,PI149,1,13,-1.1694280432092365,0.0,1,0.0241688151713346
*CC(*)C(=O)Oc1ccccc1,PI463,1,11,-1.406306047250688,0.0,1,0.0186109290718956
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(C)c2)cc1C,PI687,1,30,0.9672948155494209,0.0,1,0.074302901377879
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,PI583,1,27,1.5725517199698402,0.0,1,0.0885040888172964
*CC(*)C(=O)c1ccc(CC)cc1,PI325,1,12,0.38395270510352925,0.0,1,0.060615902367632
*CC(*)c1ccc(CCCCCCCCCC)cc1,PI127,2,18,1.5857933272140923,0.05792711337766868,2,0.088814777625803
*c1cc(C(c2ccc(O)c(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,PI1083,5,46,0.022084155973337866,0.018853287359923667,5,0.0521253538797154
*CC(*)C(=O)OC(F)(C(F)(F)Cl)C(F)(F)Cl,PI434,1,15,-0.2814397968785782,0.0,1,0.0450037489623283
*c1cccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C4(CC(C)(C)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc64)CC5(C)C)cc3C2=O)c1,PI986,3,51,1.2772327571572486,0.028750672242139667,3,0.0815749981870426
*CC(*)c1c(Cl)cccc1Cl,PI186,2,10,-0.6109039816709798,0.0048066698232084645,2,0.037273506467544945
*CC(*)C(=O)Oc1ccccc1C(=O)OC,PI465,2,15,-0.13238406065355776,0.016183312419940917,2,0.0485010547073637
*CC(*)C(=O)c1ccc(C)cc1,PI330,1,11,0.21721936394991107,0.0,1,0.0567038256728767
*CC(*)c1ccc(C(=O)CCCCCCC)cc1,PI171,2,17,0.8335535545710491,0.04732960205420641,2,0.071164920296347
*c1ccc(Oc2c(C)cc(C(c3cc(C)c(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)c(C)c3)c3cccc4ccccc34)cc2C)cc1,PI1004,5,57,0.45872931329676286,0.009151736507249639,5,0.0623703914470302
*CC(*)C1CCC1,PI21,1,6,-0.8875381998553611,0.0,1,0.0307828173801483
*CC(*)c1ccc(F)cc1C,PI189,1,10,-1.428828877671951,0.0,1,0.0180824742386792
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(=O)Nc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,PI991,5,39,0.7636941145877671,0.015242739025262351,5,0.0695258030977331
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3c(C)cc(C(c4cc(C)c(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c(C)c4)c4cccc5ccccc45)cc3C)cc1)C2=O,PI1006,5,72,1.1056541414726462,0.023518684099321292,5,0.0775492364582011
*CC(*)NC(=O)OC(C)(C)C,PI348,2,10,-0.93530918073201,0.007560878843654787,2,0.0296619633285225
*CC(*)Cc1cc(C)ccc1C,PI291,1,11,-0.7350079380645927,0.0,1,0.0343616461750851
*CC(*)OC(=O)c1ccccc1OC(C)=O,PI331,2,15,-0.0819022535058832,0.01856499310193915,2,0.04968551307594875
*CC(*)OC(=O)c1ccc(OC(C)=O)cc1,PI332,1,15,-0.5258961838137491,0.0,1,0.0392680507054808
*CC(*)c1ccc(C(=O)CCCC)cc1,PI169,3,14,-0.8976492253613492,0.0018670811022942478,3,0.0305455816421227
*CC(*)c1ccc(C(=O)CCC)cc1,PI168,2,13,-0.3008105612142921,0.001581987915313013,2,0.044549251288419606
*CC(*)c1ccc(CCC)cc1,PI233,2,11,-0.6518681058091811,0.002059663131858124,2,0.0363123621981785
*CC(*)c1ccc(COCCCCO)cc1,PI151,3,15,-0.4789972579505486,0.021920124669359425,3,0.0403684436659352
*c1ccc2c(c1)C(=O)N(c1ccc3c(c1)-c1cc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)ccc1C3)C2=O,PI959,5,44,0.8637021321050328,0.011146442491445023,5,0.0718722985971396
*c1ccc(C(=O)Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI1091,3,37,1.8798923835267192,0.05977151063922185,3,0.0957152454997726
*CC(*)c1ccc(C(=O)OCCCCCC)cc1,PI166,1,17,0.22219297566490132,0.0,1,0.0568205218917874
*c1ccc(Oc2ccc(N3C(=O)C4CCC5C(=O)N(*)C(=O)C5C4C3=O)cc2)cc1,PI1064,5,29,-0.2318212930174696,0.01968774189727183,5,0.046167951582156
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5cccc(Oc6cccc7c6C(=O)N(*)C7=O)c5C4=O)cc3)cc2)cc1,PI1062,4,43,0.23288504248915773,0.017851012973155462,4,0.057071390645166496
*CC1CC(*)C(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)C1OC(=O)CCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,PI397,1,62,1.57971960496326,0.0,1,0.0886722694321598
*CC(*)C(=O)OCc1ccccc1,PI473,1,12,-0.10493705370295422,0.0,1,0.0491450458580797
*CC(*)c1ccc(OCC)cc1,PI179,2,11,-0.14739552815298768,0.0003467415423839882,2,0.0481488395370068
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)CCC(C(C)(C)C)CC7)cc6)cc5C4=O)cc3)c(C(C)(C)C)c2)cc1,PI1014,5,70,1.8493077973256828,0.032813584234064413,5,0.0949976370954309
*CC(*)OC(=O)C(C)(C(C)C)C(C)C,PI356,2,13,-0.8131717787362177,0.005106072747880597,2,0.0325276822099397
*CC(*)C(=O)Oc1ccc(C(=O)OC)cc1,PI469,2,15,-0.1423366438547543,0.0012921263100849187,2,0.0482675365128345
*CC(*)C(=O)OCCCC,PI415,1,9,-0.2760768255988246,0.0,1,0.0451295807534566
*CC(*)OCC,PI254,1,5,-0.4462024697809938,0.0,1,0.0411379102022613
*CC(*)CCCCCCCCCCCCCC,PI56,1,16,2.1996835653010844,0.0,1,0.1032185296105079
*CC(*)C(=O)OCC(F)(F)C(F)C(F)(F)F,PI435,1,15,0.028401137260010634,0.0,1,0.0522735696780783
*C(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3ccc(-c5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,PI958,2,55,3.030697680547072,0.040363438346459085,2,0.12271667515700214
*CC(*)OC(=O)c1ccccc1C,PI360,1,12,-0.8096811068432447,0.0,1,0.032609584102309
*C=CCCCCCCCCCC*,PI78,2,12,-0.33874218996376076,0.0013588807816577917,2,0.0436592586822726
*CC(*)c1ccc(C(=O)N2CCOCC2)cc1,PI159,2,16,-0.05908151160051581,0.009387455337487274,2,0.0502209578283139
*CC(*)C(=O)OCC,PI412,1,7,-1.1706385648763769,0.0,1,0.0241404126120759
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(-c4ccc(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4)cc3)cc1)C2=O,PI981,2,57,1.5413314003973986,0.023995981374021366,2,0.0877715641539201
*CC(*)(C)C(=O)OC1CCCCC1,PI448,1,12,-0.4688049743039281,0.0,1,0.0406075859697144
