epoch,training_loss
1,0.7104869385560354
2,0.6203321317831675
3,0.6010977799693743
4,0.5688808138171831
5,0.5552855084339777
6,0.5269312635064125
7,0.5599567890167236
8,0.5346691583593687
9,0.5476560220122337
10,0.5240698903799057
11,0.5582274918754896
12,0.5350030288100243
13,0.5475243156154951
14,0.5139282792806625
15,0.5187820941209793
16,0.5154436379671097
17,0.5464606856306394
18,0.5442694698770841
19,0.5228463187813759
20,0.5262511347730955
21,0.4799998352924983
22,0.4921202113231023
23,0.5447570259372393
24,0.5210902219017347
25,0.48521583278973895
26,0.5094858556985855
27,0.4892650047938029
28,0.5228853449225426
29,0.5146616697311401
30,0.5096956913669904
31,0.4623769496877988
32,0.4917864426970482
33,0.4816975419720014
34,0.443697268764178
35,0.4717650885383288
36,0.4849388202031453
37,0.4662823701898257
38,0.47231396039326984
39,0.46044835448265076
40,0.4739091321825981
41,0.4676329145828883
42,0.49167701850334805
43,0.46545742948849994
44,0.4680098593235016
45,0.4745504930615425
46,0.4259284660220146
47,0.4442880029479663
48,0.4796667695045471
49,0.4903175209959348
50,0.4672130048274994
51,0.44790614396333694
52,0.4325233871738116
53,0.4379540557662646
54,0.4550659159819285
55,0.4584186797340711
56,0.4454890266060829
57,0.44764411573608714
58,0.43874645481506985
59,0.40252480407555896
60,0.45423705130815506
61,0.4748411451776822
