smiles_list,monomer_ID,replicate_count,heavy_atom_count,thermal_conductivity,thermal_conductivity_std,thermal_conductivity_count,thermal_conductivity_raw
*CC(*)C(=O)Oc1cccc(N(C)C)c1,PI475,2,14,0.7472172883117519,0.0041276214224769065,2,0.2697248135083046
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3c(C)cc(Cc4cc(C)c(Oc5ccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)c(C)c4)cc3C)cc1)C2=O,PI1000,5,62,-0.834605544135154,0.008174889373835066,5,0.1856896584122039
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccccc8Oc8ccc9c(c8)C(=O)N(*)C9=O)cc7C6=O)cc5C(F)(F)F)cc4)c4ccccc4-c4ccccc43)cc2)c(C(F)(F)F)c1,PI1078,5,77,-0.8032091186151451,0.005641960156937302,4,0.18735760973640864
*CC(*)OC(=O)c1ccccc1Cl,PI337,1,12,-1.1314359395151916,0.0,1,0.1699203903239361
*C(=O)Nc1cccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)c1,PI990,3,29,1.4971911287710835,0.0066688438694994055,3,0.3095675611967589
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI987,4,38,0.30372119681037396,0.0008037708382772535,4,0.24616385455047912
*CC(*)CCCCCCCCCC,PI31,1,12,1.8728746762187294,0.0,1,0.329525943721798
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(C(=O)Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)cc1,PI1092,2,49,1.7365023941063582,0.0,1,0.3222810957887366
*CC(*)c1ccc(C(C)(C)C)cc1,PI122,1,12,0.330763677194107,0.0,1,0.2476005002902014
*/C=C/CCC*,PI58,1,5,1.1161708991893524,0.0,1,0.2893256646765761
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,PI436,1,16,-1.8542327191903458,0.0,1,0.1315214380284979
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)C5CCC6C(=O)N(*)C(=O)C6C5C4=O)cc3)cc2)cc1,PI1067,3,36,0.7032087706407235,0.01204330689614771,2,0.26738683827354737
*CC(*)c1ccc(CCCCCCCCCCCC)cc1,PI128,2,20,1.4763064901843233,0.004465765732607723,2,0.30845805398345766
*c1ccc(Oc2c(C)cc(Cc3cc(C)c(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)c(C)c3)cc2C)cc1,PI997,1,47,0.42266119469137897,0.0,1,0.2524826033787526
*CC(*)c1ccc(CCCCCCCCC)cc1,PI126,1,17,1.0392379704903854,0.0,1,0.2852385630981938
*CC(*)c1ccc(C(=O)O)c(C(=O)O)c1,PI239,2,14,1.3226771373121307,0.007139546604757468,2,0.3002964152517942
*CC(*)c1cc(Br)ccc1OCCCCC,PI203,2,15,-1.2908958573187845,0.004712123254540263,2,0.16144899981839655
*C(C)C(*)OCCC,PI289,1,7,-0.05176442427463068,0.0,1,0.2272784972970999
*CC(*)c1ccccc1C(=O)OCCCC,PI102,1,15,-0.33926264142085066,0.0,1,0.2120050059982278
*CC(*)OC(C)C,PI274,1,6,0.18522945367023055,0.0,1,0.2398689194868689
*CC(*)c1ccccc1C(=O)OCC,PI99,2,13,-0.1770022015758351,0.011167193796641777,2,0.22062517568388385
*CC(*)Cc1cccc(C)c1,PI294,1,10,-0.6794306959578209,0.0,1,0.1939334023803096
*CC(*)C(=O)c1ccc(C)c(C)c1,PI328,1,12,-0.33154705769667486,0.0,1,0.2124149003692144
*CC(*)Cc1ccccc1C,PI295,1,10,-0.3181571043654198,0.0,1,0.2131262485567867
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C)cc(C(c3cc(C)c(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3)c3cccc4ccccc34)cc1C)C2=O,PI1002,5,51,-0.2604161768892643,0.009345393707689923,5,0.2161937651561934
*CC(*)CCCCCCC,PI11,1,9,1.361718625616675,0.0,1,0.3023705144856381
*CC(*)CNc1ccc([N+](=O)[O-])cc1,PI392,2,13,0.5323343692551813,0.012664019039623966,2,0.258309047431336
*CC(*)OC(=O)c1ccc(OC(C)=O)cc1,PI332,1,15,0.6454721027360611,0.0,1,0.2643195479660766
*CC(*)c1ccccc1C(=O)OCCCCCC,PI106,1,17,0.2875311255269447,0.0,1,0.2453037486502404
*CC(*)CCCCCCCCCCCCC,PI61,1,15,2.7885464663240254,0.0,1,0.3781714805797985
*C=CCC(C)(CC*)C(=O)OC,PI280,1,11,0.17165663409800452,0.0,1,0.2391478564357818
*C(C)C(*)OC,PI288,1,5,-0.22469675376458362,0.0,1,0.2180913779612776
*CC(*)c1ccc(Oc2ccccc2)cc1,PI183,1,15,-0.3141815717708504,0.0,1,0.2133374507795144
*CC(*)SCC,PI309,3,5,-0.1666508462802954,0.016878251625986256,3,0.2211750967811599
*CC(*)(C)C,PI13,1,4,0.2379187356697357,0.0,1,0.2426680648107996
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(-c4ccc(*)cc4)cc3)cc2)cc1,PI545,1,29,0.1565555816226221,0.0,1,0.2383456052222751
*CC(*)C(=O)C(C)(C)C,PI299,1,8,-0.20656495899659102,0.0,1,0.21905463892467
*CC(*)c1ccc(C(=O)CCN2CCCCC2)cc1,PI158,1,18,0.7943561302692262,0.0,1,0.2722290888378111
*CC(*)c1ccc(COCCOCCCC)cc1,PI154,1,17,0.26758857499314637,0.0,1,0.2442442903514073
*CC(*)c1ccccc1COCCC(C)C,PI91,2,15,0.3364646000030076,0.004980192106259289,2,0.24790336475935043
*CC(*)c1ccc(Br)cc1,PI136,1,9,-1.9730897448705162,0.0,1,0.1252070971412547
*CC/C=C(\*)C(C)(C)C,PI81,1,8,-0.1659759208395689,0.0,1,0.2212109525438448
*c1ccc(Oc2ccccc2Oc2ccc(N3C(=O)c4ccc(Oc5ccccc5Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,PI1073,5,58,-1.034299950631571,0.00942745228005437,5,0.1750807899109247
*CC(*)OCCCCCCCCCCCCCCCCCC,PI402,1,21,2.053227415856981,0.0,1,0.3391072761799106
*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c2)c1,PI1011,5,36,-0.5909074423310945,0.014234593287055624,5,0.1986362459576943
*C([2H])([2H])C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],PI240,2,8,-0.5700137137041701,0.006579780669189852,2,0.19974623608407488
*CC(*)c1ccc(COCCCCCC)cc1,PI153,1,16,0.656448188780947,0.0,1,0.2649026582071289
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCCCCCCCCCC9)cc8)cc7C6=O)cc5)cc4)CCC(C(C)(C)C)CC3)cc2)cc1,PI1047,3,84,0.4670737004497546,0.008030463694004838,2,0.2548420406893383
*CCCCOC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CNC(=O)O*,PI658,1,26,-0.6443447407320467,0.0,1,0.1957973618760338
*CC(*)OC(=O)c1cccc([N+](=O)[O-])c1,PI369,2,14,-0.649701695315146,0.0017338673928863173,2,0.19551277089656416
*CCC=C(*)CCC,PI77,1,7,0.3276691700164309,0.0,1,0.2474361029978575
*CC(*)C(=O)Oc1ccc(OC)cc1,PI464,1,13,0.08684903149407047,0.0,1,0.2346424087383771
*CC(*)c1ccc(Cl)c(C)c1,PI207,2,10,-1.6087776048402247,0.007680518190724539,2,0.14456136777311795
*CC(*)C(=O)Oc1ccccc1C(=O)OC,PI465,2,15,-0.2698618977137504,0.005904142284044303,2,0.21569195635801575
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3c(C)cc(Cc4cc(C)c(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)c(C)c4)cc3C)cc1)C2=O,PI999,3,55,0.1550603735379607,0.015510196989620185,3,0.2382661715203977
*c1ccc2c(c1)C(=O)N(c1c(CC)cc(Cc3cc(CC)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(CC)c3)cc1CC)C2=O,PI972,5,52,-1.0047236211907054,0.008298676900772977,4,0.1766520476907178
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,PI1033,2,42,1.3975779463032647,0.03584279555754334,2,0.3042755594209656
*CC(*)c1ccccc1C(=O)N(C)C,PI95,1,13,-0.7573784732378824,0.0,1,0.1897923864468162
*CC(*)c1cc(Br)ccc1OC(C)C,PI202,1,13,-1.7351986814173628,0.0,1,0.1378451827746109
*CC(*)c1ccccc1COCCCCC,PI90,2,15,0.197758705646997,0.0021700644597154226,2,0.2405345424703714
*CC(*)Cc1ccc(C)c(C)c1,PI292,2,11,-0.1523488022262975,0.00680171370080986,2,0.2219349002595367
*CC(*)c1ccc(OC(C)=O)cc1,PI232,1,12,0.6330075226897858,0.0,1,0.263657360712289
*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,PI961,4,58,-0.4231841114829173,0.0102525387063813,3,0.2075466345498594
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCCCCCCCCCC9)cc8)cc7C6=O)cc5)cc4)C4CC5CC(C4)CC3C5)cc2)cc1,PI1048,5,84,0.09321530961447802,0.005664621790145677,3,0.2349806205521526
*c1ccc2c(c1)C(=O)N(c1cccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5cccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)cc4)cc3)c1)C2=O,PI984,5,60,-1.2400077607350488,0.009498000765834845,4,0.16415245623667601
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3)cc2)cc1,PI966,5,45,0.588302402320329,0.032011184050911703,5,0.2612823780993337
*CC(*)CCCCCCCCCCCCCCCC,PI33,2,18,2.509884388786427,0.016611950321016002,2,0.36336741376211984
*CC(*)(C)C(=O)OC,PI437,1,7,-0.11655628691794849,0.0,1,0.2238363961246355
*CC(*)CC(C)C,PI7,1,6,0.13512789504242106,0.0,1,0.2372072483038
*C(F)(F)C(*)(F)F,PI513,1,6,-0.39728507182077255,0.0,1,0.20892253441058
*CC(*)(C)C(=O)OC1CCCCC1,PI448,1,12,-0.6306029568846736,0.0,1,0.19652740124152
*C=CC(C*)OC,PI303,3,6,0.24811530945978122,0.015163755123076614,3,0.2432097630606408
*Oc1ccc(C(C)(CCC#N)c2ccc(OC(*)=O)cc2)cc1,PI1119,2,22,-0.07960605328262266,0.008938079143776628,2,0.2257993963738976
*CC(*)(C)CCC,PI45,1,6,0.03251931568928031,0.0,1,0.2317561145211416
*CC(*)c1cccc(CC)c1,PI114,1,10,0.5267714917420059,0.0,1,0.2580135166898324
*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5cccc6c5C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI1061,3,36,0.45031334353205354,0.005607992001595836,3,0.2539516380701864
*CC(*)c1ccc(OCC)cc1,PI179,2,11,0.2819197334336003,0.01394377369794043,2,0.24500564054660418
*CC(*)c1ccc(C(=O)N(CC)CC)cc1,PI156,1,15,-0.05206861099577399,0.0,1,0.2272623372204054
*CC(*)C(=O)C(C)C,PI247,1,7,-0.06672171125451314,0.0,1,0.2264838836998066
*OC(C)COC(*)=O,PI1116,2,7,-0.3940911854396538,0.009008261366801731,2,0.2090922112744431
*CC(*)CC1CCCC1,PI23,1,8,0.5876450654286943,0.0,1,0.261247456737405
*CC(*)CC(C)(C)C,PI39,1,7,0.2563700334065714,0.0,1,0.2436482995344575
*CC(*)N1CCCC1=O,PI408,1,8,0.30496519925884863,0.0,1,0.2462299428231688
*CC(*)CCCCCCCCCCCCCCCCCCCC,PI54,3,22,3.3073581533747265,0.017566925220839722,3,0.4057336194569655
*CC(*)OCC(C)(C)CC,PI316,1,9,0.3109237028464569,0.0,1,0.2465464914042452
*CC(*)N1CCNC1,PI400,3,7,0.0634438259331119,0.015285004134902108,3,0.2333989951025221
*CCC1CC(OC(=O)CCCCCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)CC1*,PI399,1,35,0.19507775967369037,0.0,1,0.240392115830643
*CC(*)C(=O)NC(C)C,PI456,1,8,0.5845678704971866,0.0,1,0.2610839791670818
*c1ccc2c(c1)C(=O)N(c1c(C(C)C)cc(Cc3cc(C(C)C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C(C)C)c3)cc1C(C)C)C2=O,PI973,5,56,-1.2585021809720132,0.006133358322986096,5,0.163169930607923
*CC(*)c1ccc(C(=O)N2CCOCC2)cc1,PI159,2,16,-0.06009323409096057,0.013267976753070267,2,0.22683602497319336
*C=CCCCCCCCCCC*,PI78,2,12,2.4964346284216004,0.0040249538715993625,2,0.36265288829499454
*CC(*)CCCCCCCCCCC,PI63,1,13,1.6714316102837252,0.0,1,0.3188241767845387
*c1cc(C(c2ccc(O)c(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,PI979,4,39,-0.7551846450522752,0.006516689612969575,3,0.1899089347024426
*CC(*)OC(=O)c1cccnc1,PI368,1,11,-0.35075650368558425,0.0,1,0.2113943886280284
*CC(*)c1ccccc1C(=O)OCCC,PI100,2,14,-0.4223982769652211,0.007131682384121284,2,0.2075883824145506
*CC(*)c1c(F)c(F)c(F)c(F)c1F,PI212,1,13,-2.1559984754431647,0.0,1,0.1154899763444038
*CC(*)OC(=O)C(C)(C)C(C)C(C)C,PI366,3,13,-0.27760143069634663,0.008224517883965029,3,0.2152807896703041
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)CCCCCCCCCCC7)cc6)cc5C4=O)cc3)c(C(C)(C)C)c2)cc1,PI1044,1,72,0.353935820550165,0.0,1,0.2488315323760281
*C=CC(C)C(*)C(=O)OC,PI268,2,9,0.24337105444627372,0.013060946217312977,2,0.24295772206230798
*c1ccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5cccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)c5)cc4)cc3C2=O)cc1,PI1079,4,45,0.4932516411295139,0.01943495189264853,3,0.2562327573106916
*CC(*)c1ccc(OCCCC)cc1,PI181,2,13,0.30090453787086496,0.008122823755571305,2,0.24601421808931595
*C(F)(F)C(*)(F)c1ccccc1,PI215,1,11,-0.27652702559061165,0.0,1,0.2153378679965518
*c1ccc(Oc2c(C)cc(Cc3cc(C)c(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)c(C)c3)cc2C)cc1,PI998,3,53,0.7006498474099426,0.01697242127396794,2,0.26725089415504893
*CC(*)c1ccc(I)cc1,PI176,1,9,-2.49060276321167,0.0,1,0.0977139507101358
*c1cc(C(c2ccc(O)c(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)(C(F)(F)F)C(F)(F)F)ccc1O,PI1083,5,46,-0.6897318421473985,0.004804870851677083,5,0.1933861486677243
*CC(*)c1ccccc1C(=O)OCCC(C)C,PI105,2,16,-0.17166507693844485,0.009908417261700766,2,0.22090871318724414
*CC(*)C(=O)N1CCCCC1,PI461,1,10,0.053044292639399276,0.0,1,0.2328465145242058
*CCCCCCN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(*)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,PI970,4,37,-1.2454691335898964,0.00418341961233735,4,0.16386231798258039
*CC(*)OCCCl,PI374,1,6,-0.8597221585799646,0.0,1,0.1843553252953316
*CC(*)C(C)c1ccccc1,PI28,2,10,-0.8093043209295943,0.015445759707729047,2,0.18703379896485434
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,PI1104,2,36,0.6851815789739805,0.012363947625281589,2,0.26642913440394367
*CC(*)C(=O)Oc1ccccc1C(=O)OCC,PI466,1,16,-0.3507440961396162,0.0,1,0.2113950477853173
*CC(*)CNc1ccc([N+](=O)[O-])cn1,PI393,3,13,0.28950209488491707,0.005826285045012502,3,0.2454084574155265
*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7cccc(Oc8ccc9c(c8)C(=O)N(*)C9=O)c7)cc6C5=O)cc4)cc3)cc2)cc1,PI1038,3,56,1.3337209890459825,0.026300999774312148,3,0.3008831255800785
*CC(*)c1ccc(C(=O)OCCC)cc1,PI162,1,14,0.11799847194212712,0.0,1,0.2362972388530493
*CC(C)O*,PI525,1,4,0.11163069069095011,0.0,1,0.2359589471846752
*CCC(C)C(*)C,PI51,2,6,0.5445233096954778,0.011258102283544805,2,0.25895659118866876
*CCC=C(*)C,PI522,1,5,0.035300241100449097,0.0,1,0.2319038526201528
*CC(*)C(=O)OCCCCCCC,PI420,1,12,0.36385205717644786,0.0,1,0.2493583375692306
*CC(*)CCCCCCCCCCCC,PI32,2,14,2.208555180855843,0.013613721096002599,2,0.34735914393315226
*CCCC=C(*)c1ccccc1,PI390,1,11,-0.19144675754422108,0.0,1,0.2198578011864378
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5cccc(Oc6cccc7c6C(=O)N(*)C7=O)c5C4=O)cc3)cc2)cc1,PI1062,4,43,0.02622454985310633,0.012243049195109977,4,0.2314217018344071
*c1ccc2c(c1)C(=O)N(c1c(C)cc(C(c3cc(C)c(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C)c3)c3cccc4ccccc34)cc1C)C2=O,PI1003,1,58,-1.2049098543291195,0.0,1,0.1660170506450196
*CC(*)C(=O)Oc1ccc(-c2ccccc2)cc1,PI472,1,17,0.2862789203414526,0.0,1,0.2452372246029094
*CC(*)OC(=O)C(C)(C)C(C)(C)CC,PI365,2,13,-0.5133105996244441,0.002159736837053894,2,0.20275861831069292
*CC(*)OC(=O)C(F)(F)C(F)(F)F,PI352,1,12,-1.802702700297099,0.0,1,0.134258996901068
*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C8(c9ccc(Oc%10ccc%11c(c%10)C(=O)N(*)C%11=O)cc9)CCC(C(C)(C)C)CC8)cc7)cc6C5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,PI1013,4,81,-0.3547548212589267,0.022221466790009962,2,0.21118197594153332
*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,PI310,1,19,-2.5028192312102706,0.0,1,0.0970649445370482
*/C=C\CCCCC*,PI74,1,7,0.6566146000154209,0.0,1,0.2649114988899234
*C(F)C(*)(F)OC(F)(F)F,PI314,1,9,-2.014540738484715,0.0,1,0.123004991693157
*CC(*)OC(=O)CC1CCCCC1,PI341,2,12,-0.4210924506262887,0.006689820649403627,2,0.2076577551133572
*CC(*)c1ccc(N(C)C)cc1,PI177,1,11,0.290383866429128,0.0,1,0.2454553019843095
*c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(C9(c%10ccc(Oc%11ccc%12c(c%11)C(=O)N(*)C%12=O)cc%10)CCC(c%10ccccc%10)CC9)cc8)cc7C6=O)cc5)cc4)CC4CC3C3CCCC43)cc2)cc1,PI1039,2,84,-0.21612635839791738,0.0111873244241512,2,0.21854668464234162
*CC(*)OCCOC,PI375,2,7,0.4964989878314965,0.021023774718272516,2,0.2564052742817166
*CC(*)OC(F)(C(F)(F)F)C(F)(F)F,PI371,1,13,-2.36551762741042,0.0,1,0.1043591631648167
*C(C)C(*)C,PI49,1,4,0.6400654685868143,0.0,1,0.2640323177339924
*CC(*)(C)C(=O)OCc1ccccc1Cl,PI452,1,14,-1.278488717770109,0.0,1,0.1621081355160771
*CC(*)C(=O)c1ccc(CCC)cc1,PI329,2,13,0.3512346581980975,0.011963242715471183,2,0.24868803173073484
*Oc1ccc(OC(=O)c2ccc(-c3ccc(C(*)=O)cc3)cc2)cc1C,PI582,2,25,2.3180041602699526,0.0,1,0.3531736775025957
*C=CC1CCC(*)C1,PI75,1,7,1.810226890447698,0.0,1,0.3261977477407398
*CC(*)OC(=O)C(C)(C)CC(C)(C)C,PI367,1,13,-0.1448418490904449,0.0,1,0.2223337110227463
*CC(*)OC(=O)CCCCC,PI385,1,10,0.3364892379973474,0.0,1,0.247904673665527
*CCCCCCOC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)O*,PI598,1,32,0.6535941127852634,0.0,1,0.2647510339455279
*c1ccc(Oc2c(C)cc(C(C)(C)c3cc(C)c(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C8(c9ccc(Oc%10ccc%11c(c%10)C(=O)N(*)C%11=O)cc9)CCC(c9ccccc9)CC8)cc7)cc6C5=O)cc4)c(C)c3)cc2C)cc1,PI1023,5,81,0.28316937305145734,0.011951687625345589,4,0.24507202829682928
*CC(*)C=C,PI521,2,4,0.9905387021326494,0.040368793267471656,2,0.28265138931010375
*CC(*)c1cccc(C)c1,PI113,1,9,0.3654530096662164,0.0,1,0.2494433889972537
*/C=C/C(C*)OC,PI279,3,6,0.37118183815937666,0.009827276312940192,3,0.2497477359702943
*CC(*)c1c(Cl)cccc1Cl,PI186,2,10,-2.331767490163655,0.0025629357865220924,2,0.10615215664036246
*c1ccc(Sc2ccc(Oc3ccc(Sc4ccc(N5C(=O)c6ccc(Oc7ccc(C(C)(C)c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)cc7)cc6C5=O)cc4)cc3)cc2)cc1,PI1114,1,66,-0.10235611990631395,0.0,1,0.2245907873325101
*CC(*)C(=O)OCC(F)(F)C(F)(F)F,PI430,1,13,-1.6780851065622187,0.0,1,0.1408793709419548
*CC(*)c1cc(C)c(C)cc1C,PI211,1,11,0.01805482955678089,0.0,1,0.2309876812234317
*c1ccc(Cc2ccc(N3C(=O)C4CCC5C(=O)N(*)C(=O)C5C4C3=O)c(C)c2)cc1C,PI1066,5,31,0.12073409418303412,0.005784149757479825,5,0.2364425701977381
*CC(*)CCC1CCCCC1,PI42,1,10,0.6602559433353584,0.0,1,0.2651049471348041
*c1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI968,4,37,1.0855568016123145,0.010774697169309325,4,0.2876992749284689
*C(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3ccc(-c5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,PI958,2,55,1.2965807191305823,0.0,1,0.2989100295552704
*CC(*)c1ccc(S(=O)(=O)OCCC)cc1,PI185,2,15,-0.3454043169831902,0.0027034316390363218,2,0.21167872631137263
*CC(*)c1ccc(C(C)C)cc1,PI120,1,11,0.23300695890826081,0.0,1,0.2424071241330693
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C3(c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)c4ccccc4-c4ccccc43)cc1)C2=O,PI969,4,49,-0.1594574767188468,0.009072017966385877,4,0.2215572482549914
*CC(*)c1ccccc1C,PI83,1,9,0.5393087487298224,0.0,1,0.2586795649436821
*CC(OC)C(C(=O)O)C(*)C(=O)O,PI388,1,12,1.1465483715334965,0.0,1,0.2909394835869523
*CC(*)C(=O)c1ccc(OC)cc1,PI327,1,12,-0.5120075488534749,0.0,1,0.2028278435560177
*CC(*)(C)C(=O)OCC(C)C,PI443,1,10,-0.3058355503327369,0.0,1,0.2137808374797192
*CC(*)c1cc(C)ccc1C,PI192,1,10,-0.42940337768279513,0.0,1,0.207216232820304
*CC(*)c1ccc(C(C)=O)cc1,PI218,1,11,0.2849811633096292,0.0,1,0.2451682805902113
*CCCCCCCC(*)C,PI19,1,9,1.696919455627301,0.0,1,0.3201782317346747
*C(C)C(*)O,PI297,2,4,0.8818484899534232,0.004674563257912204,2,0.27687716564196996
*CC(*)C(C)CC,PI35,1,6,-0.2053443270584293,0.0,1,0.2191194856269268
*CC(*)c1cccs1,PI373,1,7,-0.7219271142922671,0.0,1,0.1916757582039136
*CC(*)c1cccc(Cl)c1,PI116,2,9,-1.849774763875219,0.02130364151112887,2,0.13175826920746037
*CC(*)(C)C(=O)OC(C)C,PI440,1,9,-0.6185338884435956,0.0,1,0.197168576736972
*CCC=C(*)C(C)C,PI69,1,7,-0.01964154718252971,0.0,1,0.2289850417363352
*CC(*)CCCCCCCCC,PI64,3,11,1.270302789742356,0.01823448435335332,3,0.2975140009821286
*C1CCC1*,PI72,2,4,0.20486673292368193,0.018579308521281222,2,0.24091216009123956
*CC(*)C(=O)OCC(C)(C)C,PI459,1,10,0.09378939447395887,0.0,1,0.2350111191068676
*C#C/C(COS(=O)(=O)c1ccc(C)cc1)=C(/*)COS(=O)(=O)c1ccc(C)cc1,PI269,1,28,0.06393411336731024,0.0,1,0.2334250418757317
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccccc6Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3C(F)(F)F)cc2)c(C(F)(F)F)c1,PI1072,5,58,-0.48548891238371233,0.012580438715551999,5,0.2042366598172082
*Oc1cccc2c(OC(=O)Oc3ccc(OC(*)=O)cc3)cccc12,PI817,1,24,0.6008447418291877,0.0,1,0.2619486963647392
*CC(*)c1ccccc1,PI82,1,8,-0.7107845891693415,0.0,1,0.1922677106069642
*c1ccc(C(C)(C)c2ccc(C(C)(C)c3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,PI1084,4,47,0.3208462717731279,0.022452456588682973,4,0.2470736330041769
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3)cc1C)C2=O,PI1069,5,41,-0.10911393870374728,0.010766045674577285,5,0.2242317747180094
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(-c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4C(F)(F)F)c(C(F)(F)F)c2)C3=O)cc1,PI1089,2,54,1.1491354932556295,0.011272333073199326,2,0.2910769257648703
*CC(*)CCN(C(C)C)C(C)C,PI264,2,11,0.8758068295185445,0.016457846051818412,2,0.27655619931042597
*CC(*)c1ccc(COCC(CC)CCCC)cc1,PI235,2,18,0.32107908255892403,0.006718485756466238,2,0.2470860011974354
