smiles_list,monomer_ID,replicate_count,heavy_atom_count,tg,tg_std,tg_count,tg_raw
*Oc1ccc(OC(=O)c2ccc(-c3ccc(C(*)=O)cc3)cc2)cc1C,PI582,2,25,-0.07843957078926832,21.491665379415643,2,547.4071683004565
*CC(*)C(=O)c1ccc(CCC)cc1,PI329,2,13,-0.5370609850525171,0.0,1,444.2555789955552
*CC(*)c1cccc(C)c1,PI113,1,9,-0.3094671842857963,0.0,1,495.4452128305656
*CC(*)c1ccc(CCCCCCCCCCCCCC)cc1,PI129,1,22,-1.0702490101850928,0.0,1,324.3327178288559
*C(=O)Nc1cccc(C#Cc2cccc(N3C(=O)c4ccc(*)cc4C3=O)c2)c1,PI1018,4,28,0.9166587275150425,26.15758072306698,4,771.2213378799295
*CC(*)c1ccc(CCCCCC)cc1,PI124,2,14,-0.9794086965727968,0.007235221436308661,2,344.7642162950078
*CC(*)c1ccccc1C(=O)NC,PI94,2,12,-1.5926183703894756,0.0,1,206.84315446900465
*c1ccc(Oc2ccccc2Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,PI1034,1,42,0.4430313519866909,0.0,1,664.6946581291759
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(-c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4C(F)(F)F)c(C(F)(F)F)c2)C3=O)cc1,PI1089,2,54,0.519817001877382,13.281620642024556,2,681.9650288002848
*CC(*)c1ccc(C(=O)OCCCCCC)cc1,PI166,1,17,-0.7086032698380174,0.0,1,405.6728640190986
*CC(*)c1ccc(C(=O)OCC)cc1,PI161,1,13,-0.6125736097524279,0.0,1,427.2715328779238
*CC(*)c1ccc(COCC(CC)CCCC)cc1,PI235,2,18,-0.8426686469545515,71.57185463749461,2,375.5193293383269
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,PI967,3,36,0.760921412649828,54.21458044511388,3,736.1934236944753
*c1ccc(Oc2ccc3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3c2)cc1,PI1050,5,40,0.8339834178383441,36.81509584638506,5,752.6262846961913
*C(C)C(*)O,PI297,2,4,-0.5032394608205325,21.405688530923687,2,451.86260271652105
*C(F)(F)C(*)(F)c1ccccc1,PI215,1,11,-0.1807518185340612,0.0,1,524.3954409104782
*CC(*)c1ccc(COCCCC)cc1,PI150,2,14,-0.7285186194769036,119.05563111472264,2,401.1935704167403
*CC(*)c1ccc(COCCCCCC)cc1,PI153,1,16,-0.9779653162363233,0.0,1,345.08885655612136
*c1cccc(P(=O)(c2ccccc2)c2cccc(-n3c(=O)c4c(-c5ccc(C(F)(F)F)cc5)c5c(=O)n(*)c(=O)c5c(-c5ccc(C(F)(F)F)cc5)c4c3=O)c2)c1,PI1056,5,56,1.143609428658376,65.61396851159846,5,822.2663279059709
*CC(*)c1ccc(C(C)C)cc1C(C)C,PI188,2,14,0.8530634810225685,807.6708519711697,2,756.9177084724936
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc%10c(c9)C(=O)N(*)C%10=O)cc8)CCC(C(C)(C)C)CC7)cc6)cc5C4=O)cc3)c(C(C)(C)C)c2)cc1,PI1014,5,70,0.02370226848164711,17.543386092489005,5,570.3805679884026
*CC(*)C=O,PI242,1,4,-1.1919415621380998,0.0,1,296.9620374591062
*c1ccc(Oc2ccc(NC(=O)CN3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(CC(=O)Nc5ccc(Oc7ccc(-c8nnc(*)o8)cc7)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,PI1021,2,70,0.16886789117579085,33.05316891048131,2,603.030732650669
*CC(*)c1ccc(CC)cc1,PI119,1,10,-0.7513641115240038,0.0,1,396.0552390178531
*CC(*)c1ccc(C(C)(O)CCC)cc1,PI141,2,14,-0.4695961349724339,6.217715074736091,2,459.4295466550395
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,PI1104,2,36,1.0972934670790815,27.19534820874488,2,811.8490972697524
*CC(*)(C)C(=O)OCCC,PI439,1,9,-0.08575068349538195,0.0,1,545.7627773676119
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCC(*)=O)cc2)cc1,PI585,1,29,-0.5720751198077206,0.0,1,436.38031731825794
*CC(*)CCN(C(C)C)C(C)C,PI264,2,11,0.6233238611065096,462.2468409592087,2,705.2454441960532
*CC(*)(C)C(=O)OCC(C)C,PI443,1,10,3.1128362853709177,0.0,1,1265.178223544577
*c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(C(c7ccc8c(c7)C(=O)N(*)C8=O)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)cc3)cc2)cc1,PI983,1,60,0.3413493747729696,0.0,1,641.824689071779
*CC(*)N1CCCC1=O,PI408,1,8,-1.5777943339417608,0.0,1,210.17732699549256
*CC(*)c1ccc(COC)cc1,PI147,2,11,-0.8710550528501121,8.911821511798198,2,369.1347541926483
*c1cccc(P(=O)(c2ccc(C(F)(F)F)cc2)c2cccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c2)c1,PI1010,5,40,0.9124385602289958,7.249932837478128,5,770.2721520173644
*CC(*)OC(=O)c1ccccc1OC(C)=O,PI331,2,15,-0.5605630509482321,0.0,1,438.9695732101821
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(=O)Nc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,PI991,5,39,0.9149273149037126,23.940036594275167,5,770.8319143662278
*CC(*)c1ccncc1,PI226,1,8,-0.35480395162393524,0.0,1,485.2482192767687
*c1cccc(P(=O)(c2cccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,PI1009,4,44,0.3596902104778771,93.65645445166932,4,645.9498482843737
*CC(*)C(=O)OCC(C)(C)C,PI459,1,10,-0.44094777996382756,0.0,1,465.8730385160901
*CC(*)SCCCC,PI307,2,7,2.0524667260009255,0.0,1,1026.683460984778
*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)c6ccc(C(c7ccc8c(c7)C(=O)N(*)C8=O)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)cc3)cc2)cc1,PI982,1,60,0.24433133782368624,0.0,1,620.0037178058889
*CCCCCCN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(*)C4=O)(C(F)(F)F)C(F)(F)F)cc2C1=O,PI970,4,37,0.11853557698362976,20.2514178049544,4,591.7101574641495
*CC(*)OC(=O)c1ccccc1OC,PI357,3,13,-0.7576191896564796,0.0,1,394.64836783712616
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(CC)c2)cc1CC,PI1118,2,23,-0.19950253944880092,20.607168715379625,2,520.1780916921143
*c1ccc(Oc2c(C)cc(-c3cc(C)c(Oc4ccc(N5C(=O)c6ccc(Oc7ccccc7Oc7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4C(F)(F)F)c(C)c3)cc2C)c(C(F)(F)F)c1,PI1075,5,68,0.2007700612616281,21.994541631563926,5,610.2060616786775
*C(=O)Nc1ccc(C2(c3ccc(NC(=O)c4ccc5c(c4)C(=O)N(c4ccc(Sc6ccc(Oc7ccc(Sc8ccc(N9C(=O)c%10ccc(*)cc%10C9=O)cc8)cc7)cc6)cc4)C5=O)cc3)c3ccccc3-c3ccccc32)cc1,PI1113,1,80,0.3482957875380377,0.0,1,643.3870529178625
*CC(*)c1ccccc1C(=O)OCCC,PI100,2,14,-1.011212287388899,0.0,1,337.6110593855037
