epoch,training_loss
1,0.6280831011633078
2,0.47829117874304455
3,0.44977446893850964
4,0.43985050916671753
5,0.48363745709260303
6,0.45669321715831757
7,0.4543152103821437
8,0.4344999094804128
9,0.41093551367521286
10,0.40248379359642666
11,0.4056936825315158
12,0.42168579747279483
13,0.39075874040524167
14,0.4588868096470833
15,0.40457379817962646
16,0.40785280615091324
17,0.38558710863192874
18,0.38754094888766605
19,0.3789236644903819
20,0.408532939851284
21,0.3748622015118599
22,0.41758183389902115
23,0.432380569477876
24,0.41032781824469566
25,0.38808784261345863
26,0.39734550565481186
27,0.3624238235255082
28,0.3626602217555046
29,0.36534647395213443
30,0.4447208046913147
31,0.3937109708786011
32,0.38018454362948734
33,0.4152812485893567
34,0.4073638419310252
35,0.38620859881242114
36,0.3558168200155099
37,0.371738001704216
38,0.3504129896561305
39,0.44318196177482605
40,0.36241067945957184
41,0.43433937182029086
42,0.4120391110579173
43,0.423965185880661
44,0.379022238155206
45,0.35907112310330075
46,0.34231189638376236
47,0.3330837624768416
48,0.35804348190625507
49,0.3582129031419754
50,0.3732100675503413
51,0.3555736467242241
52,0.3758595983187358
53,0.32194095104932785
54,0.38423868144551915
55,0.3163384348154068
56,0.3445734257499377
57,0.42135904853542644
58,0.3962777691582839
59,0.37642958015203476
60,0.3781019262969494
61,0.33894940589865047
62,0.33254291862249374
63,0.35718146587411564
64,0.38594700892766315
65,0.36808620889981586
