epoch,training_loss
1,0.7616242278705944
2,0.619245550849221
3,0.5881570117040114
4,0.5405648892576044
5,0.5099373622374102
6,0.49912879412824457
7,0.5208763426000421
8,0.5088857195594094
9,0.4683372595093467
10,0.4759859171780673
11,0.5227130597287958
12,0.4815902953798121
13,0.4777218834920363
14,0.46884864975105633
15,0.4695721647956155
16,0.4423844434998252
17,0.45980263298208063
18,0.4933296794241125
19,0.4178982539610429
20,0.456198052926497
21,0.4407704757018523
22,0.48070089383558795
23,0.4537530988454819
24,0.4840801872990348
25,0.43705024231563916
26,0.46062237837097864
27,0.4418947940522974
28,0.45324174382469873
29,0.42061798951842566
30,0.43035937168381433
31,0.47680360078811646
32,0.4276034506884488
33,0.4736004146662625
34,0.3671772981231863
35,0.39504481987519696
36,0.43048329786820844
37,0.4094328446821733
38,0.4272659989920529
39,0.4024548747322776
40,0.4564648378979076
41,0.4179186671972275
42,0.3712849874388088
43,0.447558885270899
44,0.43342420729723846
45,0.38141877949237823
46,0.4284584251317111
47,0.37758435715328564
48,0.40398470109159296
49,0.41886573894457385
50,0.4081308570775119
51,0.3893889798359437
52,0.4060979024930434
53,0.4270160767165097
54,0.4398852857676419
55,0.42389329455115576
56,0.4033537087115375
57,0.4013450227000497
58,0.37399212609637866
59,0.3934401124715805
60,0.38296533714641223
61,0.427257548679005
62,0.41586854376576166
63,0.37754081325097516
64,0.3758428963747891
65,0.335929044268348
66,0.41058180277997797
67,0.36296316439455206
68,0.3799921450289813
69,0.36511778831481934
70,0.38230394504287024
71,0.3520288359035145
72,0.3942935751243071
73,0.3664585704153234
74,0.37463900446891785
75,0.39136961373415863
76,0.37168401886116376
77,0.37814358418638055
78,0.3526013899933208
79,0.33726943081075494
80,0.35748486898162146
81,0.3375338613986969
82,0.35543390160257166
83,0.34687394310127606
84,0.3356137546626004
85,0.42368910800326953
86,0.3399033167145469
87,0.3781271427869797
88,0.3360673785209656
89,0.3031576194546439
90,0.3395762714472684
91,0.3301870877092535
92,0.35111465372822503
93,0.3312441489913247
94,0.426965361291712
95,0.4001896611668847
96,0.32305850088596344
97,0.3648748980327086
98,0.3633828948844563
99,0.3754333569244905
100,0.35856911404566333
101,0.3197075893933123
102,46.13749035921964
103,35.1328652121804
104,28.185799511996183
105,24.184664466164328
106,21.515164635398172
107,19.84461108121005
108,18.570548491044477
109,17.573401884599164
110,16.658979069102894
111,15.84203069860285
112,15.247544115239924
113,14.76568334752863
114,14.010328379544346
115,13.83823299407959
116,13.302084575999867
117,12.751243071122603
118,12.368025779724121
119,11.846853516318582
120,11.351322780955922
121,11.069247159090908
122,10.666974587873979
123,10.371075370094992
124,10.243051442232998
125,10.041926817460494
126,9.70500460537997
127,9.514714587818492
128,9.16112180189653
129,9.067300796508789
130,8.965180050243031
131,8.773017883300781
132,8.394654707475143
133,8.050148660486395
134,7.976393786343661
135,7.778379310261119
136,7.573892723430287
137,7.693064386194402
138,7.602807435122403
139,7.266026626933705
