epoch,training_loss
1,0.6689827889204025
2,0.43282265464464825
3,0.37698142727216083
4,0.33252137651046115
5,0.382394736011823
6,0.3473193868994713
7,0.349709448715051
8,0.37123344590266544
9,0.34221506615479785
10,0.31697030489643413
11,0.33162811646858853
12,0.30092763404051465
13,0.3145470954477787
14,0.30331780140598613
15,0.32642016808191937
16,0.3270573044816653
17,0.27346209188302356
18,0.3022822054723899
19,0.30810142681002617
20,0.26850437248746556
21,0.35925202816724777
22,0.26799802233775455
23,0.32301729793349904
24,0.27538498491048813
25,0.30373741934696835
26,0.3078172467648983
27,0.27660776674747467
28,0.2827352297802766
29,0.25753081776201725
30,0.29374957208832103
31,0.2854618939260642
32,0.26094306260347366
33,0.28478579968214035
34,0.24088371793429056
35,0.2782799204190572
36,0.2500644735991955
37,0.26657240837812424
38,0.24589889496564865
39,0.2490973360836506
40,0.27146029099822044
41,0.25481179853280383
42,0.26083166773120564
43,0.2445943479736646
44,0.2592240857581298
45,0.24587267885605493
46,0.23746555298566818
47,0.24908887222409248
48,0.270963126172622
49,0.2490342309077581
50,0.2986771985888481
51,0.2641388848423958
52,0.2668715789914131
53,0.26252813761432964
54,0.2693144418299198
55,0.2360921452442805
56,0.32973023628195125
57,0.2971355027208726
58,0.22533531114459038
59,0.22495586921771368
60,0.24651083101828894
61,0.23043419420719147
62,0.24229979887604713
63,0.278582613915205
64,0.23392459005117416
65,0.22290159265200296
66,0.2430354729294777
67,0.23012163738409677
68,0.23969442397356033
69,0.21945718800028166
70,0.25437958911061287
71,0.21634296824534735
72,0.23998310044407845
73,0.2401145293066899
74,0.2887239990135034
75,0.2541958534469207
76,0.2737981788814068
77,0.22498703375458717
78,0.24275179455677667
79,0.23547816400726637
80,0.2516101021319628
81,0.23885862032572427
82,0.21896748741467795
83,0.2107009602089723
84,0.25127336507042247
85,0.22617253536979356
86,0.22399851058920225
87,0.2969501589735349
88,0.20534447518487772
89,0.25667032847801846
90,0.25997469822565716
91,0.2726072482764721
92,0.22917748615145683
93,0.1957201436161995
94,0.19051491593321165
95,0.22714096183578172
96,0.1906124403079351
97,0.20990503082672754
98,0.23636518915494284
99,0.19309463600317636
100,0.23009894043207169
101,0.23950684567292532
102,45.63877741495768
103,32.23012892405192
104,25.342158635457356
105,21.668181896209717
106,19.59786828358968
107,18.144602457682293
108,16.96700127919515
109,16.157416184743244
110,15.280855814615885
111,14.548229376475016
112,14.075673421223959
113,13.530582984288534
114,12.94613234202067
115,12.463904221852621
116,11.968406279881796
117,11.618358532587687
118,11.202244202295939
119,10.744216680526733
120,10.442115306854248
121,10.03946073849996
122,9.750604232152304
123,9.545218149820963
124,9.164550224939982
125,8.854743878046671
126,8.583626985549927
127,8.316863298416138
128,8.026980598767599
129,7.787992238998413
130,7.505859891573588
131,7.226563016573588
132,7.038730065027873
133,6.880948146184285
134,6.696763356526692
135,6.483692606290181
136,6.2386356592178345
137,5.9993202686309814
