epoch,training_loss
1,0.7186294943094254
2,0.5392885431647301
3,0.4113710845510165
4,0.3703961397210757
5,0.35525646309057873
6,0.35012612740198773
7,0.31400758276383084
8,0.32377848650018376
9,0.35379306475321454
10,0.30161502460638684
11,0.328595341493686
12,0.29861362650990486
13,0.29005306710799533
14,0.2907964785893758
15,0.26515696321924526
16,0.3082983319958051
17,0.26578522846102715
18,0.29407814765969914
19,0.26462047671278316
20,0.26872079571088153
21,0.34222912540038425
22,0.31657105932633084
23,0.2960575508574645
24,0.22735034177700678
25,0.27307237684726715
26,0.30220114067196846
27,0.2883118564883868
28,0.28374363481998444
29,0.27531910687685013
30,0.2973670537273089
31,0.24954768642783165
32,0.2615147928396861
33,0.22892440731326738
34,0.24992910400032997
35,0.2646384673813979
36,0.26218002910415333
37,0.29444311186671257
38,0.24719210217396417
39,0.22671257083614668
40,0.22585190335909525
41,0.2250310517847538
42,0.26356954500079155
43,0.25364818299810094
44,0.22636530299981436
45,0.25979067136844
46,0.22871724516153336
47,0.23731079076727232
48,0.2595996856689453
49,0.24107564116517702
50,0.27612678954998654
51,0.23575038587053618
52,0.2506171700855096
53,0.24618166436751684
54,0.25140416497985524
55,0.21162370344003043
56,0.23902186627189317
57,0.3047934025526047
58,0.26469756787021953
59,0.249151349067688
60,0.2340172454714775
61,0.2740548128883044
62,0.22918449093898138
63,0.22005135690172514
64,0.2154416044553121
65,0.2291555516421795
66,0.26101430629690486
67,0.20677635073661804
68,0.22634701430797577
69,0.23176939164598784
70,0.2338645669321219
71,0.248020201921463
72,0.22884635999798775
73,0.23583154752850533
74,0.3110032392044862
75,0.26210039978226024
76,0.18238083956142268
77,0.21718014093736807
78,0.21955798814694086
79,0.23143867527445158
80,0.24889351427555084
81,0.21942755207419395
82,0.20610413948694864
83,0.20518814027309418
84,0.2198565142850081
85,0.23543791410823664
86,0.22649953390161195
87,0.2105915645758311
88,0.1836081569393476
89,0.22506083299716315
90,0.23218216250340143
91,0.23148793478806814
92,0.24291395209729671
93,0.24211402672032514
94,0.21941455081105232
95,0.2267215239504973
96,0.2662697744866212
97,0.2176836902896563
98,0.2006160362313191
99,0.20485183224081993
100,0.23607870191335678
101,0.19290870862702528
102,44.832109451293945
103,31.822725296020508
104,25.131911595662434
105,21.65528631210327
106,19.684613068898518
107,18.2677739461263
108,16.99885368347168
109,16.066949605941772
110,15.33710781733195
111,14.755949020385742
112,14.082758982976278
113,13.53317642211914
114,13.136530796686808
115,12.61448621749878
116,12.014454444249472
117,11.672831455866495
118,11.28436795870463
119,10.798514366149902
120,10.396954536437988
121,10.20014770825704
122,9.847450415293375
123,9.505967855453491
124,9.156240145365397
125,8.872750997543335
126,8.495790402094523
127,8.244048754374186
128,8.012398282686869
129,7.833826621373494
130,7.557928244272868
131,7.288577278455098
132,7.025428652763367
133,6.901466608047485
134,6.667393922805786
